"Address","Name","Fields","Bitmask"
0x00,DeviceId,
,,value,0
0x00,DeviceReset,
,,value,0
0x01,Config1,
,,mode,0
,,range,3
,,sampleDepth,4
,,sync,5
0x02,Config2,
,,alscc,0
,,irCom,7
0x03,Config3,
,,interruptSelection,0
,,prst,2
,,conven,4
0x04,LowThreshold,
,,value,0
0x06,HighThreshold,
,,value,0
0x08,Status,
,,value,0
0x09,GreenData,
,,value,0
0x0B,RedData,
,,value,0
0x0D,BlueData,
,,value,0
