"Address","Name","Fields","Bitmask"
0x05,TempOut,
,,value,4
0x09,Sr,
,,drdy,0
,,registerLock,1
0x80,Cra,
,,magDataRate,2
,,tempEnable,7
0x81,Crb,
,,gainConfiguration,5
0x82,Mr,
,,magSensorMode,0
0x83,OutX,
,,value,0
0x85,OutY,
,,value,0
0x87,OutZ,
,,value,0
